Teks,Bab,Pasal,Ayat,Poin,Penjelasan
"Ayat (1) Salah satu prinsip yang perlu dipegang teguh di dalam Undang-Undang perpajakan adalah diterapkannya perlakuan yang sama terhadap semua Wajib Pajak atau terhadap kasus-kasus dalam bidang perpajakan yang hakikatnya sama, dengan berpegang pada ketentuan peraturan perundang-undangan. Oleh karena itu, setiap kemudahan dalam bidang perpajakan jika benar-benar diperlukan harus mengacu pada kaidah di atas dan perlu dijaga agar di dalam penerapannya tidak menyimpang dari maksud dan tujuan diberikannya kemudahan tersebut . Tujuan diberikannya kemudahan pajak ini adalah untuk mendorong kegiatan investasi langsung di Indonesia baik melalui penanaman modal asing maupun penanaman modal dalam negeri di bidang-bidang usaha tertentu dan/atau di daerah-daerah tertentu yang mendapat prioritas tinggi dalam skala nasional . Ketentuan ini juga dapat digunakan untuk menampung kemungkinan perjanjian dengan negara-negara lain dalam bidang perdagangan, investasi, dan bidang lainnya . Ayat (2) Cukup jelas. ",VII,31,2,,Ya
Dihapus. ,VII,31,2,,Bukan
Cukup jelas. ,VII,31,2,,Ya
(1)Penerimaan negara dari Pajak Penghasilan orang pribadi dalam negeri dan Pajak Penghasilan Pasal 21 yang dipotong oleh pemberi kerja dibagi dengan imbangan 80% untuk Pemerintah Pusat dan 20% untuk Pemerintah Daerah tempat Wajib Pajak terdaftar. ,VII,31,1,,Bukan
(2)Dihapus. ,VII,31,2,,Bukan
Cukup jelas. ,VII,31,2,,Ya
"Ketentuan mengenai perpajakan bagi bidang usaha pertambangan minyak dan gas bumi, bidang usaha panas bumi, bidang usaha pertambangan umum termasuk batubara, dan bidang usaha berbasis syariah diatur dengan atau berdasarkan Peraturan Pemerintah. ",VII,31,2,,Bukan
Cukup jelas. ,VII,31,2,,Ya
"(1) Wajib Pajak badan dalam negeri dengan peredaran bruto sampai dengan Rp50.000.000.000,00 (lima puluh miliar rupiah) mendapat fasilitas berupa pengurangan tarif sebesar 50% (lima puluh persen) dari tarif sebagaimana dimaksud dalam Pasal 17 ayat (1) huruf b dan ayat (2a) yang dikenakan atas Penghasilan Kena Pajak dari bagian peredaran bruto sampai dengan Rp4.800.000.000,00 (empat miliar delapan ratus juta rupiah). ",VII,31,1,,Bukan
(2) Besarnya bagian peredaran bruto sebagaimana dimaksud pada ayat (1) dapat dinaikkan denganTaxBase 6.0 Document - Page : 61Peraturan Menteri Keuangan. ,VII,31,2,,Bukan
"Ayat (1) Contoh 1: Peredaran bruto PT Y dalam tahun pajak 2009 sebesar Rp4.500.000.000,00 (empat miliar lima ratus juta rupiah) dengan Penghasilan Kena Pajak sebesar Rp500.000.000,00 (lima ratus juta rupiah). Penghitungan pajak yang terutang: Seluruh Penghasilan Kena Pajak yang diperoleh dari peredaran bruto tersebut dikenai tarif sebesar 50% (lima puluh persen) dari tarif Pajak Penghasilan badan yang berlaku karena jumlah peredaran bruto PT Y tidak melebihi Rp4.800.000.000,00 (empat miliar delapan ratus juta rupiah). Pajak Penghasilan yang terutang: (50% x 28%) x Rp500.000.000,00 = Rp70.000.000,00 Contoh 2: Peredaran bruto PT X dalam tahun pajak 2009 sebesar Rp30.000.000.000,00 (tiga puluh miliar rupiah) dengan Penghasilan Kena Pajak sebesar Rp3.000.000.000,00 (tiga miliar rupiah). Penghitungan Pajak Penghasilan yang terutang : 1 .Jumlah Penghasilan Kena Pajak dari bagian peredaran bruto yang memperoleh fasilitas : (Rp4.800.000.000,00 : Rp30.000.000.000,00) x Rp3.000.000.000,00 = Rp480.000.000,00 2.Jumlah Penghasilan Kena Pajak dari bagian peredaran bruto yang tidak memperoleh fasilitas: Rp3.000.000.000,00 – Rp480.000.000,00 = Rp2.520.000.000,00 Pajak Penghasilan yang terutang: -(50% x 28%) x Rp480.000.000,00 = Rp  67.200.000,00 -28% x Rp2.520.000.000,00 =Rp705.600.000,00  (+) Jumlah Pajak Penghasilan yang terutang   Rp772.800.000,00 Ayat (2) Cukup jelas. ",VII,31,2,,Ya
Tata cara pengenaan pajak dan sanksi-sanksi berkenaan dengan pelaksanaan Undang-Undang ini dilakukan sesuai dengan Undang-Undang Nomor 6 Tahun 1983 tentang Ketentuan Umum dan Tata Cara Perpajakan sebagaimana telah beberapa kali diubah terakhir dengan Undang-Undang Nomor 28 Tahun 2007 tentang Perubahan Ketiga atas Undang-Undang Nomor 6 Tahun 1983 tentang Ketentuan Umum dan Tata Cara Perpajakan. ,VII,32,2,,Bukan
Cukup jelas. ,VII,32,2,,Ya
"Pemerintah berwenang membentuk dan/atau melaksanakan perjanjian dan/atau kesepakatan di bidang perpajakan dengan pemerintah negara mitra atau yurisdiksi mitra, baik secara bilateral maupun multilateral dalam rangka: ",VII,32,2,,Bukan
a.penghindaran pajak berganda dan pencegahan pengelakan pajak; ,VII,32,2,a,Bukan
b.pencegahan penggerusan basis pemajakan dan penggeseran laba; ,VII,32,2,b,Bukan
c.pertukaran informasi perpajakan; ,VII,32,2,c,Bukan
d.bantuan penagihan pajak; dan ,VII,32,2,d,Bukan
e.kerja sama perpajakan lainnya. ,VII,32,2,e,Bukan
"atau yurisdiksi mitra dan seiring dengan perkembangan lanskap perpajakan internasional yang dinamis, Pemerintah Indonesia diberikan kewenangan untuk membentuk dan/atau melaksanakan perjanjian dan/atau kesepakatan dengan pemerintah negara mitra atau yurisdiksi mitra, baik secara bilateral maupun multilateral melalui perangkat hukum yang berlaku khusus (lex-spesialisl) untuk penghindaran pajak berganda dan pencegahan pengelakan pajak, pencegahan penggerusan basis pemajakan dan penggeseran laba, pertukaran informasi perpajakan, bantuan penagihan pajak, dan kerja sama perpajakan lainnya. Yang dimaksud dengan ""perjanjian dan/atau kesepakatan di bidang perpajakan"" adalah perjanjian dan/atau kesepakatan dalam bentuk dan nama tertentu di bidang perpajakan, yang mengacu pada hukum yang berlaku efektif sebelum, sejak, atau setelah Undang-Undang ini berlaku. ",VII,32,2,e,Ya
"Huruf a Yang dimaksud dengan ""pajak berganda"" adalah pengenaan pajak yang dilakukan oleh dua atau lebih negara atau yurisdiksi atas penghasilan yang sama yang diperoleh/diterima oleh subjek pajak yang sama dan atas penghasilan yang sama yang diperoleh/diterima oleh subjek pajak yang berbeda. Yang dimaksud dengan ""pengelakan pajak” adalah pengelakan, penggelapan atau pengurangan pajak yang dilakukan secara ilegal oleh orang pribadi, badan atau bentuk usaha tetap dengan maksud untuk tidak membayar pajak di negara atau yurisdiksi manapun atau mengurangi pajak terutang. ",VII,32,2,u,Bukan
"Huruf b Yang dimaksud dengan ""penggerusan basis pemajakan dan penggeseran laba"" adalah strategi perencanaan pajak yang bertujuan memanfaatkan interaksi ketentuan pajak antarnegara/yurisdiksi yang berbeda, yang salah satu caranya adalah dengan memindahkan Iaba ke negara atau yurisdiksi yang tidak mengenakan pajak atau mengenakan pajak dengan tarif rendah dan yang tidak ada atau kecil kontribusi kegiatan substansi ekonominya dengan tujuan untuk tidak membayar pajak di negara atau yurisdiksi manapun atau mengurangi pajak yang terutang. ",VII,32,2,u,Bukan
"Huruf c Yang dimaksud dengan “pertukaran informasi perpajakan"" adalah pertukaran informasi yang berkaitan dengan perpajakan antarnegara/yurisdiksi sebagai pelaksanaan perjanjian internasional. ",VII,32,2,u,Bukan
"Huruf d Yang dimaksud dengan ""bantuan penagihan pajak"" adalah fasilitas bantuan penagihan pajak yang terdapat di dalam perjanjian yang dapat dimanfaatkan oieh Pemerintah Indonesia dan pemerintah negara mitra atau yurisdiksi mitra secara resiprokal untuk melakukan penagihan atas utang pajak yang diadministrasikan oleh Direktur Jenderal pajak atau otoritas pajak negara mitra atau yurisdiksi mitra. ",VII,32,2,u,Bukan
Huruf e Cukup jelas ,VII,32,2,u,Bukan
Ketentuan mengenai pengenaan pajak atas bunga atau diskonto Obligasi Negara yang diperdagangkan di negara lain berdasarkan perjanjian perlakuan timbal balik dengan negara lain tersebut diatur dengan Peraturan Pemerintah. ,VII,32,2,u,Bukan
"Dalam rangka memperluas pasar Obligasi Negara, pemerintah dapat mengenakan tarif khusus yang lebih rendah atau membebaskan pengenaan pajak atas Obligasi Negara yang diperdagangkan di bursa negara lain. Pemerintah hanya dapat mengenakan perlakuan khusus ini sepanjang negara lain tersebut juga memberikan perlakuan yang sama atas obligasi negara lain tersebut yang diperdagangkan di bursa efek di Indonesia.TaxBase 6.0 Document - Page : 63BAB VIIA PENDELEGASIAN KEWENANGAN ",VII,32,2,u,Ya
Ketentuan lebih lanjut mengenai: ,VII,32,2,u,Bukan
"a.  penghasilan berupa keuntungan karena pengalihan harta berupa hibah, bantuan, atau sumbangan yang dikecualikan dari objek pajak karena diberikan kepada keluarga sedarah dalam garis keturunan lurus satu derajat dan badan keagamaan, badan pendidikan, badan sosial termasuk yayasan, koperasi, atau orang pribadi yang menjalankan usaha mikro dan kecil, sepanjang tidak ada hubungan dengan usaha, pekerjaan, kepemilikan, atau penguasaan di antara pihak-pihak yang bersangkutan sebagaimana dimaksud dalam Pasal 4 ayat (1) huruf d angka 4; ",VII,32,2,a,Bukan
b.  kriteria keahlian tertentu serta pengenaan Pajak Penghasilan bagi warga negara asing sebagaimana dimaksud dalam Pasal 4 ayat (1a); ,VII,32,2,b,Bukan
"c.  harta hibahan yang diterima oleh keluarga sedarah dalam garis keturunan lurus satu derajat, badan keagamaan, badan pendidikan, badan sosial termasuk yayasan, koperasi, atau orang pribadi yang menjalankan usaha mikro dan kecil, sepanjang tidak ada hubungan dengan usaha, pekerjaan, kepemilikan, atau penguasaan di antara pihak-pihak yang bersangkutan, yang dikecualikan dari objek pajak sebagaimana dimaksud dalam Pasal 4 ayat (3) huruf a angka 2; ",VII,32,2,c,Bukan
d.  penggantian atau imbalan sehubungan dengan pekerjaan atau jasa yang diterima atau diperoleh dalam bentuk natura dan/atau kenikmatan yang dikecualikan dari objek pajak sebagaimana dimaksud dalam Pasal 4 ayat (3) huruf d; ,VII,32,2,d,Bukan
"e.  kriteria, jangka waktu dan perubahan batasan dividen yang diinvestasikan, serta ketentuan pengecualian Pajak Penghasilan atas dividen atau penghasilan lain sebagaimana dimaksud dalam ",VII,32,2,e,Bukan
"f.  penghasilan dari penanaman modal dalam bidang-bidang tertentu yang diterima oleh dana pensiun, yang dikecualikan dari objek pajak sebagaimana dimaksud dalam Pasal 4 ayat (3) huruf h; ",VII,4,2,f,Bukan
g.  beasiswa yang memenuhi persyaratan tertentu yang dikecualikan dari objek pajak sebagaimana dimaksud dalam Pasal 4 ayat (3) huruf l; ,VII,4,2,g,Bukan
"h.  sisa lebih yang diterima atau diperoleh badan atau lembaga nirlaba yang bergerak dalam bidang pendidikan dan/atau bidang penelitian dan pengembangan, yang dikecualikan dari objek pajak sebagaimana dimaksud dalam Pasal 4 ayat (3) huruf m; ",VII,4,2,h,Bukan
"i.  bantuan atau santunan yang dibayarkan oleh Badan Penyelenggara Jaminan Sosial kepada Wajib Pajak tertentu, yang dikecualikan dari objek pajak sebagaimana dimaksud dalam Pasal 4 ayat (3) huruf n; ",VII,4,2,i,Bukan
"j.  dana setoran Biaya Penyelenggaraan Ibadah Haji (BPIH) dan/atau BPIH khusus, dan penghasilan dari pengembangan keuangan haji dalam bidang atau instrumen keuangan tertentu yang diterima Badan Pengelola Keuangan Haji (BPKH), yang dikecualikan dari objek pajak sebagaimana dimaksud dalam Pasal 4 ayat (3) huruf o; ",VII,4,2,j,Bukan
"k.  sisa lebih yang diterima/diperoleh badan atau lembaga sosial dan keagamaan, yang dikecualikan dari objek pajak sebagaimana dimaksud dalam Pasal 4 ayat (3) huruf p; ",VII,4,2,k,Bukan
l.  biaya promosi dan penjualan yang dapat dikurangkan dari penghasilan bruto sebagaimana dimaksud dalam Pasal 6 ayat (1) huruf a angka 7; ,VII,4,2,l,Bukan
m.  piutang yang nyata-nyata tidak dapat ditagih yang dapat dikurangkan dari penghasilan bruto sebagaimana dimaksud dalam Pasal 6 ayat (1) huruf h; ,VII,4,2,m,Bukan
n.  biaya penggantian atau imbalan yang diberikan dalam bentuk natura dan/atau kenikmatan yang dapat dikurangkan dari penghasilan bruto sebagaimana dimaksud dalam Pasal 6 ayat (1) huruf n; ,VII,4,2,n,Bukan
o.  pembentukan atau pemupukan dana cadangan yang dapat dikurangkan dari penghasilan bruto sebagaimana dimaksud dalam Pasal 9 ayat (1) huruf c; ,VII,4,2,o,Bukan
"p.  kelompok harta berwujud, masa manfaat, dan penghitungan penyusutan sebagaimana dimaksud dalam Pasal 11 ayat (6) dan ayat (6a); ",VII,4,2,p,Bukan
q.  penyusutan atas harta berwujud yang dimiliki dan digunakan dalam bidang usaha tertentu sebagaimana dimaksud dalam Pasal 11 ayat (7); ,VII,4,2,q,Bukan
r.  saat dimulainya amortisasi untuk bidang usaha tertentu sebagaimana dimaksud dalam Pasal 11A ayat (1a); ,VII,4,2,r,Bukan
s.  penghitungan amortisasi sebagaimana dimaksud dalam Pasal 11A ayat (2) dan ayat (2a); ,VII,4,2,s,Bukan
t.  batasan jumlah biaya pinjaman yang dapat dibebankan untuk keperluan penghitungan pajak dalam ,VII,4,2,t,Bukan
u.  penetapan saat diperolehnya dividen oleh Wajib Pajak dalam negeri atas penyertaan modal pada badan usaha luar negeri selain badan usaha yang menjual sahamnya di bursa efek sebagaimana dimaksud dalam Pasal 18 ayat (2);TaxBase 6.0 Document - Page : 64v.  penerapan prinsip kewajaran dan kelaziman usaha dalam rangka penghitungan besarnya Penghasilan Kena Pajak bagi Wajib Pajak yang mempunyai hubungan istimewa dengan Wajib Pajak lainnya sebagaimana dimaksud dalam Pasal 18 ayat (3); ,VII,18,2,u,Bukan
w.  pelaksanaan perjanjian pembentukan harga transaksi antar pihak-pihak yang mempunyai hubungan istimewa sebagaimana dimaksud dalam Pasal 18 ayat (3a); ,VII,18,2,w,Bukan
x.  penetapan pihak yang sebenarnya melakukan pembelian saham atau aktiva perusahaan melalui pihak lain atau badan yang dibentuk untuk maksud demikian (special purpose company) sebagaimana dimaksud dalam Pasal 18 ayat (3b); ,VII,18,2,x,Bukan
y.  penetapan penjualan atas pengalihan saham badan yang didirikan atau bertempat kedudukan di Indonesia atau bentuk usaha tetap di Indonesia sebagaimana dimaksud dalam Pasal 18 ayat (3c); ,VII,18,2,y,Bukan
"z.  penentuan kembali besarnya penghasilan yang diperoleh Wajib Pajak orang pribadi dalam negeri dari pemberi kerja yang memiliki hubungan istimewa dengan perusahaan lain yang tidak didirikan dan tidak bertempat kedudukan di Indonesia sebagaimana dimaksud dalam Pasal 18 ayat (3d); aa.  kriteria hubungan istimewa sebagaimana dimaksud dalam Pasal 18 ayat (4); bb.  pembentukan dan/atau pelaksanaan perjanjian dan/atau kesepakatan di bidang perpajakan sebagaimana dimaksud dalam Pasal 32A, diatur dengan atau berdasarkan Peraturan Pemerintah. ",VII,18,2,z,Bukan
Cukup jelas. ,VII,18,2,z,Ya
KETENTUAN PERALIHAN ,VIII,18,2,z,Bukan
"(1)Wajib Pajak yang tahun bukunya berakhir pada tanggal 30 Juni 1984 serta yang berakhir antara tanggal 30 Juni 1984 dan tanggal 31 Desember 1984 dapat memilih cara menghitung pajaknya berdasarkan ketentuan dalam Ordonansi Pajak Perseroan 1925 atau Ordonansi Pajak Pendapatan 1944, atau berdasarkan ketentuan dalam Undang-undang ini. ",VIII,33,1,,Bukan
"(2)Fasilitas perpajakan yang telah diberikan sampai dengan tanggal 31 Desember 1983, yang : ",VIII,33,2,,Bukan
"a.jangka waktunya terbatas, dapat dinikmati oleh Wajib Pajak yang bersangkutan sampai selesai; ",VIII,33,2,a,Bukan
"b.jangka waktunya tidak ditentukan, dapat dinikmati sampai dengan tahun pajak sebelum tahun pajak 1984. ",VIII,33,2,b,Bukan
"(3)Penghasilan Kena Pajak yang diterima atau diperoleh dalam bidang penambangan minyak dan gas bumi serta dalam bidang penambangan lainnya sehubungan dengan Kontrak Karya dan Kontrak Bagi Hasil, yang masih berlaku pada saat berlakunya Undang-undang ini, dikenakan pajak berdasarkan ketentuan-ketentuan Ordonansi Pajak Perseroan 1925 dan Undang-undang Pajak atas Bunga, Dividen dan Royalti 1970 beserta semua peraturan pelaksanaannya. ",VIII,33,3,,Bukan
"Ayat (1) Bagi Wajib Pajak yang tahun berjalan merupakan tahun buku, maka ada kemungkinan bahwa sebagian dari tahun pajak itu termasuk di dalam tahun takwim 1984. Menurut ketentuan ayat ini, maka apabila 6 (enam) bulan dari tahun pajak itu termasuk dalam tahun takwim 1984 Wajib Pajak diperkenankan untuk memilih apakah mau mempergunakan Ordonansi Pajak Perseroan 1925 atau Ordonansi Pajak Pendapatan 1944, ataupun memilih penerapan ketentuan-ketentuan yang termuat dalam Undang-undang ini. Kesempatan memilih semacam itu berlaku pula bagi Wajib Pajak yang lebih dari 6 (enam) bulan dari tahun pajaknya termasuk di dalam tahun takwim 1984. Ayat (2) ",VIII,33,3,,Ya
"Huruf a Fasilitas perpajakan yang jangka waktunya terbatas misalnya fasilitas perpajakan berdasarkan Undang-undang Nomor 1 Tahun 1967 tentang Penanaman Modal Asing dan Undang-undang Nomor 6 Tahun 1968 tentang Penanaman Modal Dalam Negeri yang sudah diberikan sampai dengan tanggal 31 Desember 1983 masih tetap dapat dinikmati sampai dengan habisnya fasilitas perpajakan tersebut.TaxBase 6.0 Document - Page : 65Huruf b Fasilitas perpajakan yang jangka waktunya tidak ditentukan, tidak dapat dinikmati lagi terhitung mulai tanggal berlakunya Undang-undang ini, misalnya : -fasilitas perpajakan yang diberikan kepada PT Danareksa, berupa pembebasan Pajak Perseroan atas laba usaha dan pembebasan Bea Meterai Modal atas penempatan dan penyetoran modal saham, berdasarkan Surat Keputusan Menteri Keuangan No: KEP-1680/MK/II/12/1976 tanggal 28 Desember 1976; -fasilitas perpajakan yang diberikan kepada perusahaan Perseroan Terbatas yang menjual saham-sahamnya melalui Pasar Modal, berupa keringanan tarif Pajak Perseroan, berdasarkan Keputusan Menteri Keuangan No. 112/KMK.04/1979 tanggal 27 Maret 1979. Ayat (3) Ordonansi Pajak Perseroan 1925, dan Undang-undang Pajak atas Bunga, Dividen dan Royalty 1970 beserta semua peraturan pelaksanaannya tetap berlaku terhadap Penghasilan Kena Pajak yang diterima atau diperoleh dalam bidang penambangan minyak dan gas bumi dan dalam bidang penambangan lainnya yang dilakukan dalam rangka perjanjian Kontrak Karya dan Kontrak Bagi Hasil, sepanjang perjanjian Kontrak Karya dan Kontrak Bagi Hasil tersebut masih berlaku pada saat berlakunya Undang-undang ini. Ketentuan Undang-undang ini baru berlaku terhadap Penghasilan Kena Pajak yang diterima atau diperoleh dalam bidang penambangan minyak dan gas bumi yang dilakukan dalam bentuk perjanjian Kontrak Karya dan Kontrak Bagi Hasil, apabila perjanjian Kontrak Karya dan Kontrak Bagi Hasil tersebut dibuat setelah berlakunya Undang-undang ini. ",VIII,33,3,u,Bukan
(1)Wajib Pajak yang tahun bukunya berakhir setelah tanggal 30 Juni 1995 wajib menghitung pajaknya berdasarkan ketentuan sebagaimana diatur dalam Undang-undang Nomor 7 Tahun 1983 sebagaimana telah diubah terakhir dengan Undang-undang ini. ,VIII,33,1,,Bukan
"(2)Wajib Pajak yang memperoleh fasilitas perpajakan dan telah mendapat keputusan tentang saat mulai berproduksi sebelum tanggal 1 Januari 1995, maka fasilitas perpajakan dimaksud dapat dinikmati sesuai dengan jangka waktu yang ditentukan. ",VIII,33,2,,Bukan
